store,year_month,review_count,avg_rating,positive_count,negative_count,neutral_count,positive_rate,negative_rate,rating_change,trend_direction
Cheetah,2016-09-01,276,4.58,248,15,13,89.86,5.43,0.003,Stable
Cheetah,2016-10-01,171,4.5,147,10,14,85.96,5.85,-0.079,Stable
Cheetah,2016-11-01,202,4.64,184,7,11,91.09,3.47,0.146,Improving
Cheetah,2016-12-01,354,4.48,306,25,23,86.44,7.06,-0.163,Declining
Cheetah,2017-01-01,386,4.5,334,21,31,86.53,5.44,0.017,Stable
Cheetah,2017-02-01,285,4.49,246,21,18,86.32,7.37,-0.006,Stable
Cheetah,2017-03-01,266,4.57,237,15,14,89.1,5.64,0.08,Stable
Cheetah,2017-04-01,169,4.29,139,20,10,82.25,11.83,-0.281,Declining
Cheetah,2017-05-01,198,4.16,153,29,16,77.27,14.65,-0.128,Declining
Cheetah,2017-06-01,209,4.31,170,26,13,81.34,12.44,0.145,Improving
Cheetah,2017-07-01,216,4.5,190,13,13,87.96,6.02,0.194,Improving
Cheetah,2017-08-01,226,4.44,196,17,13,86.73,7.52,-0.062,Stable
Cheetah,2017-09-01,207,4.12,155,34,18,74.88,16.43,-0.322,Declining
Cheetah,2017-10-01,188,4.22,144,24,20,76.6,12.77,0.102,Improving
Cheetah,2017-11-01,226,4.3,177,31,18,78.32,13.72,0.083,Stable
Cheetah,2017-12-01,254,4.22,196,36,22,77.17,14.17,-0.08,Stable
Cheetah,2018-01-01,263,4.36,219,30,14,83.27,11.41,0.137,Improving
Cheetah,2018-02-01,226,4.31,184,32,10,81.42,14.16,-0.052,Stable
Cheetah,2018-03-01,220,4.37,182,26,12,82.73,11.82,0.063,Stable
Cheetah,2018-04-01,229,4.46,196,23,10,85.59,10.04,0.095,Stable
Cheetah,2018-05-01,185,4.23,146,26,13,78.92,14.05,-0.236,Declining
Cheetah,2018-06-01,150,4.31,123,20,7,82.0,13.33,0.086,Stable
Cheetah,2018-07-01,155,4.39,132,19,4,85.16,12.26,0.08,Stable
Cheetah,2018-08-01,157,4.22,123,20,14,78.34,12.74,-0.177,Declining
Cheetah,2018-09-01,156,4.28,130,19,7,83.33,12.18,0.065,Stable
Cheetah,2018-10-01,149,4.52,129,13,7,86.58,8.72,0.241,Improving
Cheetah,2018-11-01,142,4.3,112,15,15,78.87,10.56,-0.221,Declining
Cheetah,2018-12-01,205,4.16,156,35,14,76.1,17.07,-0.147,Declining
Cheetah,2019-01-01,168,4.37,138,21,9,82.14,12.5,0.213,Improving
Cheetah,2019-02-01,119,4.3,98,14,7,82.35,11.76,-0.067,Stable
Cheetah,2019-03-01,125,4.53,110,9,6,88.0,7.2,0.225,Improving
Cheetah,2019-04-01,118,4.39,97,12,9,82.2,10.17,-0.138,Declining
Cheetah,2019-05-01,100,4.71,95,4,1,95.0,4.0,0.32,Improving
Cheetah,2019-06-01,89,4.6,81,6,2,91.01,6.74,-0.114,Declining
Cheetah,2019-07-01,103,4.47,88,10,5,85.44,9.71,-0.129,Declining
Cheetah,2019-08-01,83,4.64,74,4,5,89.16,4.82,0.173,Improving
Cheetah,2019-09-01,74,4.61,68,4,2,91.89,5.41,-0.03,Stable
Cheetah,2019-10-01,56,4.41,46,5,5,82.14,8.93,-0.197,Declining
Cheetah,2019-11-01,69,4.26,55,10,4,79.71,14.49,-0.15,Declining
Cheetah,2019-12-01,123,4.66,112,7,4,91.06,5.69,0.398,Improving
Cheetah,2020-01-01,132,4.69,124,5,3,93.94,3.79,0.031,Stable
Cheetah,2020-02-01,96,4.49,82,9,5,85.42,9.38,-0.2,Declining
Cheetah,2020-03-01,69,4.7,65,3,1,94.2,4.35,0.206,Improving
Cheetah,2020-04-01,22,4.73,20,1,1,90.91,4.55,0.032,Stable
Cheetah,2020-05-01,51,4.16,40,7,4,78.43,13.73,-0.57,Declining
Cheetah,2020-06-01,37,4.51,34,2,1,91.89,5.41,0.357,Improving
Cheetah,2020-07-01,32,4.5,29,2,1,90.63,6.25,-0.014,Stable
Cheetah,2020-08-01,12,4.58,11,1,0,91.67,8.33,0.083,Stable
Cheetah,2020-09-01,19,4.42,16,3,0,84.21,15.79,-0.162,Declining
Cheetah,2020-10-01,22,4.14,16,4,2,72.73,18.18,-0.285,Declining
Cheetah,2020-11-01,12,3.92,8,3,1,66.67,25.0,-0.22,Declining
Cheetah,2020-12-01,23,4.22,18,3,2,78.26,13.04,0.301,Improving
Cheetah,2021-01-01,17,4.12,13,3,1,76.47,17.65,-0.1,Stable
Cheetah,2021-02-01,11,4.82,10,0,1,90.91,0.0,0.701,Improving
Cheetah,2021-03-01,20,4.05,14,4,2,70.0,20.0,-0.768,Declining
Cheetah,2021-04-01,10,4.0,7,2,1,70.0,20.0,-0.05,Stable
Cheetah,2021-05-01,11,3.91,7,2,2,63.64,18.18,-0.091,Stable
Cheetah,2021-06-01,11,4.45,10,1,0,90.91,9.09,0.545,Improving
Cheetah,2021-07-01,17,4.06,14,3,0,82.35,17.65,-0.396,Declining
Cheetah,2021-08-01,18,4.17,14,2,2,77.78,11.11,0.108,Improving
Cheetah,2021-09-01,7,3.14,4,3,0,57.14,42.86,-1.024,Declining
Cheetah,2021-10-01,10,4.2,8,2,0,80.0,20.0,1.057,Improving
Cheetah,2021-11-01,9,3.78,5,2,2,55.56,22.22,-0.422,Declining
Cheetah,2021-12-01,20,3.55,13,6,1,65.0,30.0,-0.228,Declining
Cheetah,2022-01-01,14,3.93,10,4,0,71.43,28.57,0.379,Improving
Cheetah,2022-02-01,10,3.6,5,2,3,50.0,20.0,-0.329,Declining
Cheetah,2022-03-01,7,3.57,4,2,1,57.14,28.57,-0.029,Stable
Cheetah,2022-04-01,6,4.5,5,1,0,83.33,16.67,0.929,Improving
Cheetah,2022-05-01,10,3.6,6,4,0,60.0,40.0,-0.9,Declining
Cheetah,2022-06-01,8,2.88,2,2,4,25.0,25.0,-0.725,Declining
Cheetah,2022-07-01,8,3.75,5,2,1,62.5,25.0,0.875,Improving
Cheetah,2022-08-01,12,4.5,10,0,2,83.33,0.0,0.75,Improving
Cheetah,2022-09-01,4,3.5,2,1,1,50.0,25.0,-1.0,Declining
Cheetah,2022-10-01,3,4.0,2,0,1,66.67,0.0,0.5,Improving
Cheetah,2022-11-01,6,3.67,3,1,2,50.0,16.67,-0.333,Declining
Cheetah,2022-12-01,8,3.75,6,2,0,75.0,25.0,0.083,Stable
Cheetah,2023-01-01,7,4.71,7,0,0,100.0,0.0,0.964,Improving
Cheetah,2023-02-01,7,5.0,7,0,0,100.0,0.0,0.286,Improving
Cheetah,2023-03-01,2,5.0,2,0,0,100.0,0.0,0.0,Stable
Cheetah,2023-04-01,7,4.29,5,1,1,71.43,14.29,-0.714,Declining
Cheetah,2023-07-01,1,5.0,1,0,0,100.0,0.0,0.714,Improving
Cheetah,2023-08-01,1,5.0,1,0,0,100.0,0.0,0.0,Stable
DOSS,2016-04-01,11,4.91,11,0,0,100.0,0.0,,Stable
DOSS,2016-05-01,62,4.32,51,4,7,82.26,6.45,-0.587,Declining
DOSS,2016-06-01,80,4.54,71,5,4,88.75,6.25,0.215,Improving
DOSS,2016-07-01,115,4.62,103,3,9,89.57,2.61,0.08,Stable
DOSS,2016-08-01,161,4.53,143,6,12,88.82,3.73,-0.089,Stable
DOSS,2016-09-01,155,4.46,135,11,9,87.1,7.1,-0.063,Stable
DOSS,2016-10-01,156,4.44,134,13,9,85.9,8.33,-0.029,Stable
DOSS,2016-11-01,220,4.52,197,13,10,89.55,5.91,0.087,Stable
DOSS,2016-12-01,378,4.44,328,29,21,86.77,7.67,-0.086,Stable
DOSS,2017-01-01,298,4.27,238,31,29,79.87,10.4,-0.171,Declining
DOSS,2017-02-01,189,4.42,162,16,11,85.71,8.47,0.153,Improving
DOSS,2017-03-01,225,4.43,195,19,11,86.67,8.44,0.013,Stable
DOSS,2017-04-01,209,4.34,173,21,15,82.78,10.05,-0.087,Stable
DOSS,2017-05-01,235,4.39,203,22,10,86.38,9.36,0.047,Stable
DOSS,2017-06-01,412,4.52,362,26,24,87.86,6.31,0.128,Improving
DOSS,2017-07-01,458,4.52,404,33,21,88.21,7.21,-0.002,Stable
DOSS,2017-08-01,499,4.55,451,31,17,90.38,6.21,0.036,Stable
DOSS,2017-09-01,420,4.45,362,37,21,86.19,8.81,-0.105,Declining
DOSS,2017-10-01,348,4.43,297,35,16,85.34,10.06,-0.017,Stable
DOSS,2017-11-01,368,4.35,303,40,25,82.34,10.87,-0.086,Stable
DOSS,2017-12-01,803,4.43,685,71,47,85.31,8.84,0.082,Stable
DOSS,2018-01-01,606,4.45,527,54,25,86.96,8.91,0.022,Stable
DOSS,2018-02-01,322,4.39,268,37,17,83.23,11.49,-0.061,Stable
DOSS,2018-03-01,344,4.32,285,40,19,82.85,11.63,-0.071,Stable
DOSS,2018-04-01,303,4.31,248,38,17,81.85,12.54,-0.007,Stable
DOSS,2018-05-01,186,4.22,146,30,10,78.49,16.13,-0.09,Stable
DOSS,2018-06-01,153,4.33,125,20,8,81.7,13.07,0.113,Improving
DOSS,2018-07-01,179,4.31,145,23,11,81.01,12.85,-0.02,Stable
DOSS,2018-08-01,204,4.23,164,29,11,80.39,14.22,-0.082,Stable
DOSS,2018-09-01,127,4.19,101,19,7,79.53,14.96,-0.041,Stable
DOSS,2018-10-01,136,4.52,122,12,2,89.71,8.82,0.333,Improving
DOSS,2018-11-01,161,4.39,135,15,11,83.85,9.32,-0.131,Declining
DOSS,2018-12-01,451,4.38,378,52,21,83.81,11.53,-0.008,Stable
DOSS,2019-01-01,476,4.51,418,30,28,87.82,6.3,0.127,Improving
DOSS,2019-02-01,334,4.35,277,42,15,82.93,12.57,-0.16,Declining
DOSS,2019-03-01,299,4.33,246,34,19,82.27,11.37,-0.016,Stable
DOSS,2019-04-01,242,4.22,192,39,11,79.34,16.12,-0.111,Declining
DOSS,2019-05-01,243,4.19,192,37,14,79.01,15.23,-0.034,Stable
DOSS,2019-06-01,228,4.39,192,28,8,84.21,12.28,0.197,Improving
DOSS,2019-07-01,568,4.37,477,65,26,83.98,11.44,-0.018,Stable
DOSS,2019-08-01,466,4.36,384,52,30,82.4,11.16,-0.012,Stable
DOSS,2019-09-01,296,4.34,243,37,16,82.09,12.5,-0.015,Stable
DOSS,2019-10-01,205,4.2,162,28,15,79.02,13.66,-0.146,Declining
DOSS,2019-11-01,318,4.35,262,44,12,82.39,13.84,0.154,Improving
DOSS,2019-12-01,605,4.4,514,59,32,84.96,9.75,0.046,Stable
DOSS,2020-01-01,666,4.5,583,52,31,87.54,7.81,0.105,Improving
DOSS,2020-02-01,354,4.32,288,44,22,81.36,12.43,-0.175,Declining
DOSS,2020-03-01,211,4.15,163,38,10,77.25,18.01,-0.173,Declining
DOSS,2020-04-01,165,3.94,119,38,8,72.12,23.03,-0.212,Declining
DOSS,2020-05-01,199,4.19,154,31,14,77.39,15.58,0.252,Improving
DOSS,2020-06-01,220,4.05,162,46,12,73.64,20.91,-0.146,Declining
DOSS,2020-07-01,227,4.26,179,30,18,78.85,13.22,0.219,Improving
DOSS,2020-08-01,216,4.3,177,29,10,81.94,13.43,0.037,Stable
DOSS,2020-09-01,253,4.17,194,37,22,76.68,14.62,-0.127,Declining
DOSS,2020-10-01,313,4.31,255,40,18,81.47,12.78,0.139,Improving
DOSS,2020-11-01,256,4.37,216,30,10,84.38,11.72,0.058,Stable
DOSS,2020-12-01,278,4.13,212,47,19,76.26,16.91,-0.245,Declining
DOSS,2021-01-01,319,4.3,256,43,20,80.25,13.48,0.175,Improving
DOSS,2021-02-01,244,4.27,195,33,16,79.92,13.52,-0.035,Stable
DOSS,2021-03-01,218,4.25,168,29,21,77.06,13.3,-0.019,Stable
DOSS,2021-04-01,168,4.28,135,21,12,80.36,12.5,0.032,Stable
DOSS,2021-05-01,146,4.27,116,20,10,79.45,13.7,-0.006,Stable
DOSS,2021-06-01,197,4.12,150,32,15,76.14,16.24,-0.152,Declining
DOSS,2021-07-01,342,4.26,274,46,22,80.12,13.45,0.138,Improving
DOSS,2021-08-01,179,4.33,147,21,11,82.12,11.73,0.069,Stable
DOSS,2021-09-01,132,3.98,97,27,8,73.48,20.45,-0.345,Declining
DOSS,2021-10-01,124,4.18,95,20,9,76.61,16.13,0.193,Improving
DOSS,2021-11-01,101,4.16,78,18,5,77.23,17.82,-0.019,Stable
DOSS,2021-12-01,213,4.34,174,26,13,81.69,12.21,0.18,Improving
DOSS,2022-01-01,323,4.44,278,28,17,86.07,8.67,0.105,Improving
DOSS,2022-02-01,111,4.34,92,14,5,82.88,12.61,-0.1,Stable
DOSS,2022-03-01,125,3.98,88,23,14,70.4,18.4,-0.366,Declining
DOSS,2022-04-01,81,3.98,58,17,6,71.6,20.99,-0.001,Stable
DOSS,2022-05-01,51,4.04,38,12,1,74.51,23.53,0.064,Stable
DOSS,2022-06-01,68,4.12,50,12,6,73.53,17.65,0.078,Stable
DOSS,2022-07-01,87,4.03,63,16,8,72.41,18.39,-0.083,Stable
DOSS,2022-08-01,94,4.09,69,18,7,73.4,19.15,0.051,Stable
DOSS,2022-09-01,82,4.09,60,16,6,73.17,19.51,0.0,Stable
DOSS,2022-10-01,66,4.27,54,9,3,81.82,13.64,0.187,Improving
DOSS,2022-11-01,60,3.57,33,18,9,55.0,30.0,-0.706,Declining
DOSS,2022-12-01,91,4.2,68,11,12,74.73,12.09,0.631,Improving
DOSS,2023-01-01,94,4.32,77,12,5,81.91,12.77,0.121,Improving
DOSS,2023-02-01,43,4.02,31,8,4,72.09,18.6,-0.296,Declining
DOSS,2023-03-01,57,4.21,46,10,1,80.7,17.54,0.187,Improving
DOSS,2023-04-01,27,4.0,19,4,4,70.37,14.81,-0.211,Declining
DOSS,2023-05-01,26,4.46,22,1,3,84.62,3.85,0.462,Improving
DOSS,2023-06-01,10,3.6,6,3,1,60.0,30.0,-0.862,Declining
DOSS,2023-07-01,4,3.0,1,1,2,25.0,25.0,-0.6,Declining
DOSS,2023-08-01,2,5.0,2,0,0,100.0,0.0,2.0,Improving
DOSS,2023-09-01,1,5.0,1,0,0,100.0,0.0,0.0,Stable
JAMJAKE,2020-02-01,1,1.0,0,1,0,0.0,100.0,,Stable
JAMJAKE,2020-03-01,21,4.24,18,3,0,85.71,14.29,3.238,Improving
JAMJAKE,2020-04-01,47,4.7,44,1,2,93.62,2.13,0.464,Improving
JAMJAKE,2020-05-01,635,4.84,622,8,5,97.95,1.26,0.139,Improving
JAMJAKE,2020-06-01,945,4.76,914,17,14,96.72,1.8,-0.079,Stable
JAMJAKE,2020-07-01,899,4.72,866,22,11,96.33,2.45,-0.042,Stable
JAMJAKE,2020-08-01,1119,4.71,1083,24,12,96.78,2.14,-0.006,Stable
JAMJAKE,2020-09-01,1452,4.68,1391,47,14,95.8,3.24,-0.038,Stable
JAMJAKE,2020-10-01,1631,4.71,1572,40,19,96.38,2.45,0.037,Stable
JAMJAKE,2020-11-01,1487,4.73,1444,28,15,97.11,1.88,0.017,Stable
JAMJAKE,2020-12-01,2270,4.76,2214,33,23,97.53,1.45,0.028,Stable
JAMJAKE,2021-01-01,2142,4.77,2098,26,18,97.95,1.21,0.01,Stable
JAMJAKE,2021-02-01,1372,4.76,1332,22,18,97.08,1.6,-0.006,Stable
JAMJAKE,2021-03-01,1271,4.75,1231,29,11,96.85,2.28,-0.016,Stable
JAMJAKE,2021-04-01,918,4.78,896,16,6,97.6,1.74,0.031,Stable
JAMJAKE,2021-05-01,900,4.72,862,22,16,95.78,2.44,-0.063,Stable
JAMJAKE,2021-06-01,745,4.69,707,31,7,94.9,4.16,-0.027,Stable
JAMJAKE,2021-07-01,296,4.56,262,24,10,88.51,8.11,-0.131,Declining
JAMJAKE,2021-08-01,170,4.41,146,17,7,85.88,10.0,-0.152,Declining
JAMJAKE,2021-09-01,157,4.1,124,29,4,78.98,18.47,-0.304,Declining
JAMJAKE,2021-10-01,99,3.78,66,26,7,66.67,26.26,-0.324,Declining
JAMJAKE,2021-11-01,60,3.78,40,15,5,66.67,25.0,0.006,Stable
JAMJAKE,2021-12-01,101,3.98,76,22,3,75.25,21.78,0.197,Improving
JAMJAKE,2022-01-01,112,3.83,78,28,6,69.64,25.0,-0.15,Declining
JAMJAKE,2022-02-01,84,3.8,55,22,7,65.48,26.19,-0.033,Stable
JAMJAKE,2022-03-01,86,3.87,62,20,4,72.09,23.26,0.074,Stable
JAMJAKE,2022-04-01,89,3.73,60,22,7,67.42,24.72,-0.142,Declining
JAMJAKE,2022-05-01,71,3.65,44,22,5,61.97,30.99,-0.082,Stable
JAMJAKE,2022-06-01,56,4.0,42,11,3,75.0,19.64,0.352,Improving
JAMJAKE,2022-07-01,72,3.74,47,18,7,65.28,25.0,-0.264,Declining
JAMJAKE,2022-08-01,76,3.97,57,17,2,75.0,22.37,0.238,Improving
JAMJAKE,2022-09-01,60,3.93,43,13,4,71.67,21.67,-0.04,Stable
JAMJAKE,2022-10-01,59,3.61,37,17,5,62.71,28.81,-0.323,Declining
JAMJAKE,2022-11-01,49,3.88,34,12,3,69.39,24.49,0.267,Improving
JAMJAKE,2022-12-01,55,4.05,44,10,1,80.0,18.18,0.177,Improving
JAMJAKE,2023-01-01,106,4.38,87,13,6,82.08,12.26,0.323,Improving
JAMJAKE,2023-02-01,81,4.09,62,15,4,76.54,18.52,-0.291,Declining
JAMJAKE,2023-03-01,98,3.87,66,23,9,67.35,23.47,-0.219,Declining
JAMJAKE,2023-04-01,65,3.55,39,19,7,60.0,29.23,-0.314,Declining
JAMJAKE,2023-05-01,35,4.14,27,4,4,77.14,11.43,0.589,Improving
JAMJAKE,2023-06-01,17,4.24,13,2,2,76.47,11.76,0.092,Stable
JAMJAKE,2023-07-01,10,4.7,9,0,1,90.0,0.0,0.465,Improving
JAMJAKE,2023-08-01,9,4.78,9,0,0,100.0,0.0,0.078,Stable
JAMJAKE,2023-09-01,2,3.5,1,1,0,50.0,50.0,-1.278,Declining
JSAUX,2017-11-01,11,4.36,9,2,0,81.82,18.18,,Stable
JSAUX,2017-12-01,33,4.76,30,1,2,90.91,3.03,0.394,Improving
JSAUX,2018-01-01,69,4.74,65,4,0,94.2,5.8,-0.018,Stable
JSAUX,2018-02-01,70,4.56,62,6,2,88.57,8.57,-0.182,Declining
JSAUX,2018-03-01,142,4.69,132,7,3,92.96,4.93,0.133,Improving
JSAUX,2018-04-01,136,4.79,129,4,3,94.85,2.94,0.097,Stable
JSAUX,2018-05-01,91,4.49,78,8,5,85.71,8.79,-0.292,Declining
JSAUX,2018-06-01,71,4.58,65,6,0,91.55,8.45,0.083,Stable
JSAUX,2018-07-01,79,4.58,71,7,1,89.87,8.86,0.005,Stable
JSAUX,2018-08-01,151,4.34,123,18,10,81.46,11.92,-0.238,Declining
JSAUX,2018-09-01,114,4.52,98,10,6,85.96,8.77,0.173,Improving
JSAUX,2018-10-01,143,4.66,130,11,2,90.91,7.69,0.147,Improving
JSAUX,2018-11-01,134,4.56,116,12,6,86.57,8.96,-0.105,Declining
JSAUX,2018-12-01,532,4.55,469,48,15,88.16,9.02,-0.009,Stable
JSAUX,2019-01-01,674,4.51,586,70,18,86.94,10.39,-0.045,Stable
JSAUX,2019-02-01,558,4.33,461,81,16,82.62,14.52,-0.176,Declining
JSAUX,2019-03-01,737,4.4,614,97,26,83.31,13.16,0.071,Stable
JSAUX,2019-04-01,656,4.57,584,65,7,89.02,9.91,0.168,Improving
JSAUX,2019-05-01,654,4.55,579,55,20,88.53,8.41,-0.018,Stable
JSAUX,2019-06-01,657,4.56,579,59,19,88.13,8.98,0.007,Stable
JSAUX,2019-07-01,830,4.56,736,74,20,88.67,8.92,0.001,Stable
JSAUX,2019-08-01,640,4.43,539,80,21,84.22,12.5,-0.127,Declining
JSAUX,2019-09-01,668,4.48,580,70,18,86.83,10.48,0.046,Stable
JSAUX,2019-10-01,529,4.55,463,48,18,87.52,9.07,0.074,Stable
JSAUX,2019-11-01,398,4.36,330,51,17,82.91,12.81,-0.188,Declining
JSAUX,2019-12-01,696,4.53,608,62,26,87.36,8.91,0.167,Improving
JSAUX,2020-01-01,620,4.57,548,51,21,88.39,8.23,0.038,Stable
JSAUX,2020-02-01,487,4.46,413,48,26,84.8,9.86,-0.111,Declining
JSAUX,2020-03-01,367,4.44,315,41,11,85.83,11.17,-0.016,Stable
JSAUX,2020-04-01,274,4.38,230,36,8,83.94,13.14,-0.058,Stable
JSAUX,2020-05-01,425,4.34,348,62,15,81.88,14.59,-0.044,Stable
JSAUX,2020-06-01,300,4.36,247,42,11,82.33,14.0,0.018,Stable
JSAUX,2020-07-01,273,4.29,220,43,10,80.59,15.75,-0.071,Stable
JSAUX,2020-08-01,310,4.32,254,45,11,81.94,14.52,0.037,Stable
JSAUX,2020-09-01,244,4.42,206,32,6,84.43,13.11,0.1,Stable
JSAUX,2020-10-01,307,4.47,261,31,15,85.02,10.1,0.05,Stable
JSAUX,2020-11-01,186,4.22,147,30,9,79.03,16.13,-0.257,Declining
JSAUX,2020-12-01,256,4.37,210,33,13,82.03,12.89,0.152,Improving
JSAUX,2021-01-01,376,4.65,343,24,9,91.22,6.38,0.282,Improving
JSAUX,2021-02-01,385,4.42,327,48,10,84.94,12.47,-0.231,Declining
JSAUX,2021-03-01,437,4.55,385,38,14,88.1,8.7,0.136,Improving
JSAUX,2021-04-01,441,4.5,378,47,16,85.71,10.66,-0.057,Stable
JSAUX,2021-05-01,396,4.51,341,36,19,86.11,9.09,0.011,Stable
JSAUX,2021-06-01,334,4.42,282,37,15,84.43,11.08,-0.088,Stable
JSAUX,2021-07-01,366,4.41,309,43,14,84.43,11.75,-0.012,Stable
JSAUX,2021-08-01,342,4.39,287,45,10,83.92,13.16,-0.015,Stable
JSAUX,2021-09-01,284,4.37,231,41,12,81.34,14.44,-0.026,Stable
JSAUX,2021-10-01,243,4.32,199,31,13,81.89,12.76,-0.045,Stable
JSAUX,2021-11-01,239,4.4,198,29,12,82.85,12.13,0.077,Stable
JSAUX,2021-12-01,234,4.56,208,22,4,88.89,9.4,0.158,Improving
JSAUX,2022-01-01,275,4.49,235,28,12,85.45,10.18,-0.068,Stable
JSAUX,2022-02-01,178,4.16,135,36,7,75.84,20.22,-0.324,Declining
JSAUX,2022-03-01,251,4.28,204,39,8,81.27,15.54,0.116,Improving
JSAUX,2022-04-01,232,4.35,188,25,19,81.03,10.78,0.075,Stable
JSAUX,2022-05-01,214,4.36,181,30,3,84.58,14.02,0.006,Stable
JSAUX,2022-06-01,159,4.25,128,24,7,80.5,15.09,-0.115,Declining
JSAUX,2022-07-01,210,4.4,177,27,6,84.29,12.86,0.155,Improving
JSAUX,2022-08-01,228,4.51,197,23,8,86.4,10.09,0.113,Improving
JSAUX,2022-09-01,203,4.52,179,17,7,88.18,8.37,0.004,Stable
JSAUX,2022-10-01,176,4.49,151,18,7,85.8,10.23,-0.023,Stable
JSAUX,2022-11-01,148,4.3,121,22,5,81.76,14.86,-0.197,Declining
JSAUX,2022-12-01,148,4.31,121,21,6,81.76,14.19,0.014,Stable
JSAUX,2023-01-01,162,4.52,141,11,10,87.04,6.79,0.214,Improving
JSAUX,2023-02-01,138,4.51,117,11,10,84.78,7.97,-0.01,Stable
JSAUX,2023-03-01,120,4.38,99,18,3,82.5,15.0,-0.131,Declining
JSAUX,2023-04-01,78,4.24,63,11,4,80.77,14.1,-0.14,Declining
JSAUX,2023-05-01,51,4.35,43,6,2,84.31,11.76,0.109,Improving
JSAUX,2023-06-01,26,4.31,21,3,2,80.77,11.54,-0.045,Stable
JSAUX,2023-07-01,14,4.21,11,3,0,78.57,21.43,-0.093,Stable
JSAUX,2023-08-01,10,3.9,7,3,0,70.0,30.0,-0.314,Declining
JSAUX,2023-09-01,1,1.0,0,1,0,0.0,100.0,-2.9,Declining
NETGEAR,2014-09-01,41,4.1,32,7,2,78.05,17.07,,Stable
NETGEAR,2014-10-01,96,3.67,60,23,13,62.5,23.96,-0.431,Declining
NETGEAR,2014-11-01,112,3.77,77,28,7,68.75,25.0,0.101,Improving
NETGEAR,2014-12-01,200,4.16,159,28,13,79.5,14.0,0.392,Improving
NETGEAR,2015-01-01,267,3.94,192,53,22,71.91,19.85,-0.22,Declining
NETGEAR,2015-02-01,308,4.0,224,54,30,72.73,17.53,0.06,Stable
NETGEAR,2015-03-01,297,3.75,197,79,21,66.33,26.6,-0.253,Declining
NETGEAR,2015-04-01,297,3.82,205,72,20,69.02,24.24,0.077,Stable
NETGEAR,2015-05-01,353,3.84,247,83,23,69.97,23.51,0.016,Stable
NETGEAR,2015-06-01,408,3.96,296,77,35,72.55,18.87,0.122,Improving
NETGEAR,2015-07-01,480,4.03,360,86,34,75.0,17.92,0.066,Stable
NETGEAR,2015-08-01,487,3.87,345,108,34,70.84,22.18,-0.154,Declining
NETGEAR,2015-09-01,427,4.02,315,74,38,73.77,17.33,0.146,Improving
NETGEAR,2015-10-01,456,3.87,320,98,38,70.18,21.49,-0.15,Declining
NETGEAR,2015-11-01,420,3.82,290,105,25,69.05,25.0,-0.054,Stable
NETGEAR,2015-12-01,392,3.9,274,79,39,69.9,20.15,0.081,Stable
NETGEAR,2016-01-01,494,4.07,372,87,35,75.3,17.61,0.175,Improving
NETGEAR,2016-02-01,476,3.9,332,105,39,69.75,22.06,-0.176,Declining
NETGEAR,2016-03-01,508,3.89,355,117,36,69.88,23.03,-0.007,Stable
NETGEAR,2016-04-01,450,4.02,335,89,26,74.44,19.78,0.132,Improving
NETGEAR,2016-05-01,472,4.15,367,73,32,77.75,15.47,0.128,Improving
NETGEAR,2016-06-01,527,4.08,398,88,41,75.52,16.7,-0.069,Stable
NETGEAR,2016-07-01,547,4.21,444,80,23,81.17,14.63,0.13,Improving
NETGEAR,2016-08-01,496,4.1,372,85,39,75.0,17.14,-0.115,Declining
NETGEAR,2016-09-01,431,4.05,318,79,34,73.78,18.33,-0.048,Stable
NETGEAR,2016-10-01,378,3.88,264,82,32,69.84,21.69,-0.173,Declining
NETGEAR,2016-11-01,373,3.88,254,83,36,68.1,22.25,0.001,Stable
NETGEAR,2016-12-01,512,4.02,373,96,43,72.85,18.75,0.141,Improving
NETGEAR,2017-01-01,511,4.19,403,78,30,78.86,15.26,0.172,Improving
NETGEAR,2017-02-01,405,3.98,300,85,20,74.07,20.99,-0.215,Declining
NETGEAR,2017-03-01,440,4.13,341,78,21,77.5,17.73,0.157,Improving
NETGEAR,2017-04-01,333,3.99,241,61,31,72.37,18.32,-0.138,Declining
NETGEAR,2017-05-01,341,3.96,239,73,29,70.09,21.41,-0.038,Stable
NETGEAR,2017-06-01,307,3.87,218,69,20,71.01,22.48,-0.086,Stable
NETGEAR,2017-07-01,422,3.98,307,91,24,72.75,21.56,0.109,Improving
NETGEAR,2017-08-01,442,3.95,316,95,31,71.49,21.49,-0.026,Stable
NETGEAR,2017-09-01,393,3.92,282,89,22,71.76,22.65,-0.031,Stable
NETGEAR,2017-10-01,336,4.06,253,63,20,75.3,18.75,0.135,Improving
NETGEAR,2017-11-01,293,3.85,202,74,17,68.94,25.26,-0.21,Declining
NETGEAR,2017-12-01,302,3.95,217,65,20,71.85,21.52,0.107,Improving
NETGEAR,2018-01-01,365,3.99,261,75,29,71.51,20.55,0.033,Stable
NETGEAR,2018-02-01,343,4.01,252,71,20,73.47,20.7,0.02,Stable
NETGEAR,2018-03-01,444,4.0,325,92,27,73.2,20.72,-0.01,Stable
NETGEAR,2018-04-01,400,4.06,294,72,34,73.5,18.0,0.065,Stable
NETGEAR,2018-05-01,347,4.03,260,69,18,74.93,19.88,-0.025,Stable
NETGEAR,2018-06-01,339,3.86,239,83,17,70.5,24.48,-0.173,Declining
NETGEAR,2018-07-01,354,3.86,246,86,22,69.49,24.29,-0.003,Stable
